,isbn,title,author,pub_year,publisher,categories,description
13559,0373288964,"Once An Outlaw (Harlequin Historical, No 296)",Theresa Michaels,1995.0,Harlequin,,
13560,0373707126,"Sugar Baby (Women Who Dare) (Harlequin Superromance, No 712)",Karen Young,1996.0,Harlequin,,
13561,0373708335,Seal it with a Kiss,Rogenna Brewer,1999.0,Harlequin,,
13562,1557482640,365 Read-Aloud Bedtime Bible Stories,Daniel Partner,1993.0,Barbour Publishing,,
13563,0380786702,Undone,Michael Kimball,1997.0,Avon Books,,
13564,0553269224,Rilla of Ingleside (Anne of Green Gables Novels (Paperback)),L. M. Montgomery,1985.0,Starfire,,
13565,1556610661,"Vienna Prelude (Zion Covenant/Bodie Thoene, Bk 1)",Bodie Thoene,1989.0,Bethany House Publishers,,
13566,0553025007,Eagle Has Landed,Jack Higgins,,Bantam Doubleday Dell,,
13567,038056176X,Congo -Canc,Michael Crichton,1981.0,Avon Books,,
13568,0373291493,Ice Maiden (Harlequin Historical),Debra Brown,2001.0,Harlequin,,
13569,0373292090,"Bride Of The Isle (Harlequin Historical, No. 609)",Margo Maguire,2002.0,Harlequin,,
13570,0373244657,"The Princess And The Duke (Crown And Glory) (Silhouette Special Edition, No. 1465)",Allison Leigh,2002.0,Silhouette,,
13571,0316155306,The Narrows: A Novel,Michael Connelly,2004.0,"Little, Brown",,
13572,0345377168,Yellow Dog Party (Thomas Black Mysteries),Earl Emerson,1996.0,Fawcett Books,,
13573,0445409134,Murder in the Queen's Armes (A Gideon Oliver Mystery),Aaron Elkins,1994.0,Warner Books,,
13574,0440966388,The Other Side of Dark (Laurel-Leaf Suspense Fiction),Joan Lowery Nixon,1987.0,Laure Leaf,,
13575,0385501404,The Triumph of Katie Byrne,Barbara Taylor Bradford,2001.0,Doubleday Books,,
13576,0373292554,Beauty and The Baron,Deborah Hale,2003.0,Harlequin,,
13577,8807810212,D Amore E Ombra,Isabel Allende,,Transglobal Books Inc,,
13578,0451126718,Ellis Island,Fred Mustard Stewart,1991.0,Signet Book,,
13579,0061099473,Close Relations,Susan Isaacs,1992.0,HarperTorch,,
13580,0440106478,Black Marble,Joseph Wambaugh,,Bantam Doubleday Dell,,
13581,0451206681,Billy Strobe,John S. Martel,2002.0,Signet Book,,
13582,0747557861,Aberystwyth Mon Amour,Malcolm Pryce,2002.0,Bloomsbury Publishing Plc,,
13583,0441003451,The Templar Treasure (Adept),Katherine Kurtz,2004.0,Ace Books,,
13584,0441003443,The Lodge of the Lynx (Adept),Katherine Kurtz,2003.0,Ace Books,,
13585,0553296892,Silk and Stone,Deborah Smith,1994.0,Bantam Books,,
13586,0671642685,ANYTHING FOR BILLY,Larry McMurtry,1988.0,Simon &amp; Schuster,,
13587,0451124995,Second Heaven,Judith Guest,1983.0,New Amer Library (Mm),,
13588,0451160339,Fever,Robin Cook,1994.0,Signet Book,,
13589,3442421322,Einfach gÃ?Â¶ttlich. Ein Roman von der bizarren Scheibenwelt.,Terry Pratchett,2000.0,Goldmann,,
13590,3404125010,Die Pfeiler der Macht.,Ken Follett,1996.0,LÃ?Â¼bbe,,
13591,0399151397,The Hanged Man's Song,John Sandford,2003.0,G. P. Putnam's Sons,,
13592,0345407288,My American Journey,Colin L. Powell,1996.0,Ballantine Books,,
13593,0446303011,A Few Minutes with Andy Rooney,Andrew A Rooney,1982.0,Warner Books> C/o Little Br,,
13594,0671751506,WAY THINGS OUGHT TO BE,Rush Limbaugh,1993.0,Pocket,,
13595,0451452011,Red Dwarf: Infinity Welcomes Careful Drivers,Grant Naylor,1996.0,Roc,,
13596,1841193615,Shanghai Baby,Zhou Wei Hui,2001.0,Constable and Robinson,,
13597,0446909912,Megatrends: Ten new directions transforming our lives,John Naisbitt,1984.0,Warner Books,,
13598,0451191692,Remote Control,Stephen White,1998.0,Signet Book,,
13599,0345436121,Random Hearts,Warren Adler,1999.0,Ballantine Books,,
13600,0515118362,The Valentine Legacy,Catherine Coulter,1996.0,Jove Books,,
13601,0440141966,The Judas Goat,Robert B. Parker,1996.0,Dell Publishing Company,,
13602,0553212753,Little Women (Bantam Classics),Louisa May Alcott,1983.0,Bantam,,
13603,0385499728,All Is Vanity : A Novel,CHRISTINA SCHWARZ,2002.0,Doubleday,,
13604,0449205436,And I Don't Want to Live This Life,Deborah Spungen,1994.0,Fawcett Books,,
13605,0671661892,"Doctor's Orders (Star Trek, Book 50)",Diane Duane,1990.0,Star Trek,,
13606,0743439651,Still Waters,Jennifer Lauck,2001.0,Atria,,
13607,3453210697,Die Bruderschaft,John Grisham,2003.0,Distribooks Inc,,
13608,0425155439,The Rapture of Canaan,Sheri Reynolds,2003.0,Berkley Publishing Group,,
13609,0140187537,The Winter of Our Discontent (Penguin Twentieth-Century Classics),John Steinbeck,1996.0,Penguin Books,,
13610,0812570812,Rhapsody : Child of Blood,Elizabeth Haydon,2000.0,Tor Fantasy,,
13611,0671739441,MINE : MINE,Robert McCammon,1991.0,Pocket,,
13612,0312923120,Blue Bedroom,Rosamund Pilcher,1990.0,St Martins Press,,
13613,0380820544,A Thoroughly Modern Princess,Wendy Corsi Staub,2003.0,Avon,,
13614,0671749609,PERFUME : PERFUME,Patrick Suskind,1991.0,Washington Square Press,,
13615,0679449329,Practical Intuition: How to Harness the Power of Your Instinct and Make It Work for You,Laura Day,1996.0,Random House Inc,,
13616,067165831X,Hot Shot,Susan Elizabeth Phillips,1991.0,Pocket,,
13617,0671244221,Man's Search for Meaning: An Introduction to Logotherapy,Viktor E. Frankl,1984.0,Touchstone,,
13618,0380975017,Devil's Claw: A Joanna Brady Mystery,J.A. Jance,2000.0,William Morrow,,
13619,009925672X,Into the Forest,Hegland Jean,,Trafalgar Square,,
13620,0671034677,The Embrace : A True Vampire Story,Aphrodite Jones,2000.0,Pocket,,
13621,044022179X,Dirty White Boys,Stephen Hunter,1995.0,Island,,
13622,0394701577,The Immense Journey (Vintage),Loren C. Eiseley,1957.0,Vintage Books USA,,
13623,068815090X,Dead Even,Brad Meltzer,1998.0,Harpercollins Childrens Books,,
13624,0312974752,Winter of the Wolf Moon (An Alex McKnight Novel),Steve Hamilton,2001.0,St. Martin's Minotaur,,
13625,0515123854,Silent Night,J. D. Robb,1998.0,Jove Books,,
13626,0380703866,Touch,Elmore Leonard,1988.0,HarperCollins Publishers,,
13627,0688089291,"Papa, My Father: A Celebration of Dads",Leo F. Buscaglia,1989.0,Harpercollins,,
13628,0425192032,Lightning,Dean Koontz,2003.0,Berkley,,
13629,0140046569,Changing Places,David Lodge,1978.0,Penguin Books Ltd,,
13630,0440227259,Gallows Hill (Laurel-Leaf Books),LOIS DUNCAN,1998.0,Laurel Leaf,,
13631,0375725504,The Diagnosis,Alan Lightman,2002.0,Vintage Books USA,,
13632,1884822282,"Cleveland Amory's Compleat Cat: The Cat Who Came for Christmas : The Cat and the Curmudgeon, the Best Cat Ever",Cleveland Amory,1995.0,Black Dog &amp; Leventhal Publishers,,
13633,0451400569,Moon,James Herbert,1987.0,Onyx Books,,
13634,0061020664,Wyrd Sisters (Discworld Novels (Paperback)),Terry Pratchett,2001.0,HarperTorch,,
13635,0345409272,"The Vampire Armand: The Vampire Chronicles (Rice, Anne, Vampire Chronicles.)",Anne Rice,1999.0,Ballantine Books,,
13636,0679435271,A Pirate Looks At Fifty,Jimmy Buffett,1998.0,Random House Trade,,
13637,0345444388,The Scar,CHINA MIEVILLE,2002.0,Del Rey,,
13638,340412815X,Die BrÃ?Â¼cken der Freiheit.,Ken Follett,1998.0,LÃ?Â¼bbe,,
13639,0802138594,The Hiding Place: A Novel,Trezza Azzopardi,2002.0,Grove Press,,
13640,2226070109,Un aller simple: Roman,Didier van Cauwelaert,1994.0,Albin Michel,,
13641,2253139467,Les Combustibles,AmÃ?Â©lie Nothomb,2002.0,LGF,,
13642,0385332777,Move to Strike,Perri O'Shaughnessy,2000.0,Delacorte Press,,
13643,8420646067,Artificios,Jorge Luis Borges,1996.0,Alianza,,
13644,0446342106,New Orleans Legacy,Alexandra Ripley,1988.0,Warner Books,,
13645,0671026283,Visitors (Buffy the Vampire Slayer),Laura Anne Gilman,1999.0,Simon Spotlight Entertainment,,
13646,0590226371,Elves Don't Wear Hard Hats (Adventures of the Bailey School Kids (Paperback)),Debbie Dadey,1995.0,Scholastic,,
13647,0345337646,"The Silent Tower (Windrose Chronicles, Book 1)",Barbara Hambly,1995.0,Del Rey Books,,
13648,0590433172,The Grey King (The Dark is Rising Sequence),Cooper Susan,1990.0,Scholastic,,
13649,0345396553,"Ilse Witch (The Voyage of the Jerle Shannara, Book 1)",Terry Brooks,2001.0,Del Rey Books,,
13650,0804104263,"Swim With the Sharks: Without Being Eaten Alive : Outsell, Outmanage, Outmotivate, and Outnegotiate Your Competition",Harvey Mackay,1995.0,Ivy Books,,
13651,0141304340,"Lisa, Bright and Dark: A Novel (Novel)",John Neufeld,1999.0,Puffin Books,,
13652,0449222586,Star Flight,Phyllis A. Whitney,1994.0,Fawcett Books,,
13653,0451175824,Just Killing Time,Derek Van Arman,1993.0,Onyx Books,,
13654,0451159276,It (R),Stephen King,1987.0,Signet Book,,
13655,002411510X,Walden Two (Trade Book),B. F. Skinner,1976.0,Prentice Hall,,
13656,0380713055,"I Hate You, Don't Leave Me : Understanding the Borderline Personality",Jerold J. Kreisman,1991.0,Avon,,
13657,0439099390,The Secret Garden,Frances Hodgson Burnett,1999.0,Scholastic,,
13658,0671667734,Spock's World (Star Trek: The Original Series),Diane Duane,1989.0,Star Trek,,
13659,0307116824,Just a Rainy Day (Golden Little Look-Look Book),MERCER MAYER,1999.0,Golden Books,,
13660,0671606840,FLOWERS IN ATTIC (Dollanger Saga (Paperback)),V. C. Andrews,1985.0,Pocket,,
13661,0425087778,My Mother's Keeper,B.D. Hyman,1986.0,Berkley Pub Group,,
13662,059042503X,Claudia and the Sad Good-Bye (Baby-Sitters Club (Paperback)),Ann M. Martin,1989.0,Scholastic Paperbacks,,
13663,0679851011,"Junie B. Jones and  Some Sneaky Peeky Spying (Junie B. Jones 4, paper)",Barbara Park,1994.0,Random House Children's Books,,
13664,044990587X,Dave Barry Turns 40,Dave Barry,1991.0,Ballantine Books,,
13665,0345300998,The Quest for Saint Camber (Quest for Saint Camber),Katherine Kurtz,1987.0,Del Rey Books,,
13666,0756400309,"Sea of Silver Light (Otherland, Book 4)",Tad Williams,2002.0,Daw Books,,
13667,0380008319,A 3: Sign of the Unicorn (Amber Novels (Paperback)),Roger Zelazny,1999.0,Avon,,
13668,0440119383,The Deer Leap,Martha Grimes,1990.0,Dell Publishing Company,,
13669,0140328718,James and the Giant Peach,Roald Dahl,1988.0,Penguin Putnam~childrens Hc,,
13670,044155279X,Myth-Nomers and Im-Pervections (Myth-Nomers &amp; Im-Pervections),Robert Asprin,1991.0,ACE Charter,,
13671,0441644651,Out of Phaze (Apprentice Adept (Paperback)),Piers Anthony,1994.0,Ace Books,,
13672,0441484999,Little Myth Marker,Robert Asprin,1988.0,Ace Books,,
13673,0886776066,"To Green Angel Tower, Part 2 (Memory, Sorrow, and Thorn, Book 3)",Tad Williams,1994.0,Daw Books,,
13674,0886779065,"Mountain of Black Glass (Otherland, Volume 3)",Tad Williams,2000.0,Daw Books,,
13675,0515093491,Call to Arms (Corps (Paperback)),W. E. B. Griffin,1995.0,Jove Books,,
13676,0440208416,Secrets About Men Every Woman Should Know,Barbara Deangelis,1991.0,Dell,,
13677,0671664964,The Hitchhiker's Guide to the Galaxy,Douglas Adams,1988.0,Pocket,,
13678,0345296583,The Power That Preserves,Stephen R. Donaldson,1981.0,Not Avail,,
13679,0345278313,Wounded Land Covenant 1 (Wounded Land),Stephen R Donaldson,1987.0,Ballantine Books,,
13680,0886774802,"Stone of Farewell (Memory, Sorrow, and Thorn, Book 2)",Tad Williams,1994.0,Daw Books,,
13681,0553292455,Servant of the Empire,RAYMOND FEIST,1997.0,Bantam,,
13682,0553292153,"Powershift: Knowledge, Wealth, and Violence at the Edge of the 21st Century",Alvin Toffler,1991.0,Bantam Books,,
13683,0804107149,Ordinary Love and Good Will,Jane Smiley,1991.0,Ivy Books,,
13684,0786889446,Where Serpents Lie,T. Jefferson Parker,1999.0,Hyperion,,
13685,0553286005,"The Lost King (Star of the Guardians, Vol 1)",Margaret Weis,1996.0,Spectra Books,,
13686,0316107387,Night of the Mary Kay Commandos Featuring Smell O-Toons,Berke Breathed,1989.0,Little Brown &amp; Co,,
13687,0399143904,Rainbow Six,Tom Clancy,1998.0,Putnam Publishing Group,,
13688,0441444253,Killobyte,Piers Anthony,1994.0,ACE Charter,,
13689,0688167888,Miss Julia Speaks Her Mind: A Novel,Ann B. Ross,1999.0,William Morrow &amp; Company,,
13690,1551666944,Into The Fire,Anne Stuart,2003.0,Mira,,
13691,1591450748,The Yada Yada Prayer Group,Neta Jackson,2003.0,Integrity Publishers,,
13692,0140012133,Three Men in a Boat: To Say Nothing of the Dog!,Jerome Klapka Jerome,1978.0,Penguin Books,,
13693,0671799657,The Tribe of the Tiger:Cats and Their Culture,Elizabeth M. Thomas,1994.0,Simon &amp; Schuster,,
13694,0671015575,The Plot Thickens,Mary Higgins Clark,1997.0,Pocket,,
13695,1575665352,Leprechauns (Hallmark Entertainment Books),Craig Shaw Gardner,1999.0,Kensington Publishing Corporation,,
13696,1841950947,Under the Skin,Michel Faber,2001.0,Canongate Books Ltd,,
13697,0446356603,Lovers &amp; Gamblers,Jackie Collins,1991.0,Warner Books,,
13698,1551664208,Tender Malice,Catherine Lanigan,1998.0,Mira,,
13699,1551663058,Suspicion,Christiane Heggan,1997.0,Mira,,
13700,1551664240,Five Women,Rona Jaffe,1998.0,Mira,,
13701,3442136644,Endlich Nichtraucher.,Allen Carr,1992.0,Goldmann,,
13702,3548202020,"Puppenmord (Fiction, Poetry and Drama)",Sharpe,,"Ullstein-Taschenbuch-Verlag, Zweigniederlassung der Ullstein Buchverlage GmbH",,
13703,0373201346,Stanislaski Sisters (Harlequin by Request),Nora Roberts,1997.0,Harlequin,,
13704,0449221121,Rat Race,Dick Francis,1993.0,Fawcett Books,,
13705,0515128023,The Soldier Spies (Men at War (Paperback Jove)),W. E. B. Griffin,2000.0,Jove Books,,
13706,0553073192,The Deceiver,Frederick Forsyth,1991.0,Bantam Dell Pub Group,,
13707,0765340313,GermLine,Nelson Erlick,2003.0,Forge Books,,
13708,3442437725,Feuer und Stein.,Diana Gabaldon,1997.0,Goldmann,,
13709,0743403452,Absolute Rage,Robert K. Tanenbaum,2003.0,Pocket Books,,
13710,0380810484,How to Trap a Tycoon (Avon Light Contemporary Romances),Elizabeth Bevarly,2000.0,Avon,,
13711,3442451221,Timeline,Michael Crichton,2002.0,Distribooks,,
13712,0515117609,Last Chance,Jill Marie Landis,1995.0,Jove Books,,
13713,0380722615,"Miami, It's Murder : A Britt Montero Novel (Britt Montero Mysteries)",Edna Buchanan,1995.0,Avon,,
13714,0312969120,Body Language (A Thorn Mystery),James W. Hall,1999.0,St. Martin's Paperbacks,,
13715,0380717573,"Pendragon : Book Four of the Pendragon Cycle (Pendragon Cycle, No 4)",Stephen R. Lawhead,1995.0,Eos,,
13716,0553282352,The Day Before Midnight,Stephen Hunter,1993.0,Bantam Books,,
13717,0449003132,Milk and Honey (Decker and Lazarus Series),Faye Kellerman,1998.0,Fawcett Books,,
13718,3458171703,Der Schatten des Windes.,Carlos Ruiz Zafon,2003.0,"Insel, Frankfurt",,
13719,2070744833,LA Premiere Gorgee De Biere Et Autres Plaisirs Minuscules (L'arpenteur),Philippe Delerm,1997.0,Distribooks Inc,,
13720,0750916338,Enid Blyton (Pocket Biographies),George Greenfield,1998.0,Sutton Publishing,,
13721,0440505828,Why Can't a Man Be More Like a Cat?,Linda Konner,1996.0,Bantam Dell Pub Group,,
13722,3518367773,Andorra,Max Frisch,,Distribooks Int'l+inc,,
13723,3518396315,"Endlich Nichtleser: Die beste Methode, mit dem Lesen fÃ¼r immer aufzuhÃ¶ren (Suhrkamp Taschenbuch)",Gion Mathias Cavelty,2000.0,Suhrkamp,,
13724,3426630583,Der Schamane,Gordon Noah,1992.0,Droemersche Verlagsanstalt Th. Knaur Nachf. GmbH &amp; Co,,
13725,0440234697,The First Billion,CHRISTOPHER REICH,2003.0,Dell,,
13726,0316920045,Infinite Jest : A Novel,David Foster Wallace,1996.0,"Little, Brown",,
13727,0786918780,Servant of the Shard (Paths of Darkness),R. A. Salvatore,2001.0,Wizards of the Coast,,
13728,2070363317,Lor La Merveilleuse Histoire Du General,Blaise Cendrars,,Denoel French,,
13729,0345400003,Our Game,John Le Carre,1996.0,Ballantine Books,,
13730,0671698842,Death of Sleep,Anne McCaffrey,1990.0,Baen,,
13731,0805073337,What Was She Thinking?: Notes on a Scandal: A Novel,Zoe Heller,2003.0,Henry Holt and Co.,,
13732,0140277447,The Rape of Nanking: The Forgotten Holocaust of World War II,Iris Chang,1998.0,Penguin Books,,
13733,0060582553,Burglars Can't Be Choosers,Lawrence Block,2004.0,HarperTorch,,
13734,0451183908,University,Bentley Little,1995.0,Signet Book,,
13735,1568654073,Blackstone Chronicles,John Saul,1997.0,Bantam Doubleday Dell,,
13736,2264031158,"Amour, Prozac, et autres curiositÃ?Â©s",Lucia Etxebarria,2000.0,Editions 10/18,,
13737,0451409957,Flint,Paul Eddy,2001.0,Onyx Books,,
13738,0425102378,And So It Goes: Adventures in Television,Linda Ellerbee,1991.0,Berkley Publishing Group,,
13739,0843950757,Monstrosity,Edward Lee,2003.0,Leisure Books,,
13740,0140065059,High Spirits,Robertson Davies,1991.0,Penguin Books,,
13741,0671520458,"First Frontier (Star Trek, Book 75)",Diane Carey,1995.0,Star Trek,,
13742,0671746081,"Ghost Ship (Star Trek The Next Generation, No 1)",Diane Carey,1991.0,Star Trek,,
13743,0671792369,"War Drums (Star Trek The Next Generation, No 23)",John Vornholt,1992.0,Star Trek,,
13744,0671869094,SHADOWS ON THE SUN: STAR TREK (Star Trek),Michael Jan Friedman,1993.0,Star Trek,,
13745,042518384X,Death at Epsom Downs,Robin Paige,2002.0,Berkley Publishing Group,,
13746,0380714566,Music Room: A Novel,Dennis McFarland,1991.0,Avon Books,,
13747,0312974191,The Third Heiress,Brenda Joyce,2000.0,St. Martin's Press,,
13748,1551668009,Always Dakota,Debbie Macomber,2001.0,Mira,,
13749,0060176806,Love in Another Town,Barbara Taylor Bradford,1995.0,Harpercollins,,
13750,0590762567,"The Pretender (Animorphs, 23)",K. A. Applegate,1998.0,Scholastic,,
13751,0425176118,Marinade for Murder (Hemlock Falls Mysteries),Claudia Bishop,2000.0,Prime Crime,,
13752,0786861541,I'm Only One Man!,Regis Philbin,1995.0,Hyperion Books,,
13753,0385319576,Bittersweet,Danielle Steel,1999.0,Delacorte Press,,
13754,0803283598,Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux,John G. Neihardt,1988.0,University of Nebraska Press,,
13755,0553562703,More Than You Know,Judith Kelman,1996.0,Bantam Books,,
13756,0553382411,The Elegant Gathering of White Snows,KRIS RADISH,2003.0,Bantam,,
13757,0812520165,The Swiss Account,Paul Erdman,1993.0,Tor Books (Mm),,
13758,0062553895,The Language of Letting Go: Daily Meditations for Co-Dependents,Melody Beattie,1990.0,HarperCollins,,
13759,044990024X,"Living, loving &amp; learning",Leo F Buscaglia,1983.0,Fawcett Columbine,,
13760,0821776436,Let It Snow,Fern Michaels,2003.0,Zebra Books,,
13761,0373245319,Conflict of Interest  (McClouds &amp; Mississippi),Gina Wilkins,2003.0,Harlequin,,
13762,0373707649,"Little Matchmaker (Matchmaker, Matchmaker) (Harlequin Superromance, No 764)",Muriel Jensen,1997.0,Harlequin,,
13763,0679724257,Your Baby and Child: From Birth to Age Five,Penelope Leach,1989.0,Random House Inc,,
13764,0373872437,An Honest Life (Love Inspired),Dana Corbit,2003.0,Steeple Hill,,
13765,1551667312,Pulse Points,Mary Lynn Baxter,2003.0,Mira,,
13766,074345779X,Crown Jewel : A Novel,Fern Michaels,2003.0,Atria Books,,
13767,1551669161,Prescribed Danger (Dr. Rhea Lynch Novels),Gwen Hunter,2002.0,Mira,,
13768,155166819X,Clay,Jennifer Blake,2001.0,Mira,,
13769,0312202911,Far from the Tree,Virginia Deberry,2000.0,St Martins Pr,,
13770,0060930934,Wasted : A Memoir of Anorexia and Bulimia,Marya Hornbacher,1999.0,Perennial,,
13771,1551668939,Scandalous Miss Howard (Mira Historical Romance),Nan Ryan,2002.0,Mira,,
13772,0671778714,HIDDEN TALENTS,Jayne Ann Krentz,1993.0,Pocket,,
13773,0373765193,Scenes of Passion,Suzanne Brockmann,2003.0,Silhouette,,
13774,0062554468,Codependent No More: How to Stop Controlling Others and Start Caring for Yourself,Melody Beattie,1992.0,HarperCollins Publishers,,
13775,0440505003,I Could Do Anything If I Only Knew What It Was: How to Discover What You Really Want and How to Get It,Barbara Sher,1995.0,Dell Publishing Company,,
13776,1579121470,Baby on the Car Roof and 222 Other Urban Legends: Absolutely True Stories That Happened to a Friend of a Friend of a Friend,Thomas J. Craughwell,2000.0,Black Dog &amp; Leventhal Pub,,
13777,3426614960,Die weiÃ?Â?e Massai.,Corinne Hofmann,2000.0,"Droemersche Verlagsanstalt Th. Knaur Nachf., GmbH &amp; Co.",,
